press_id,cycle_index,activation_no,i_inrush_peak_a,t_inrush_ms,i2t_activation_a2s,t_hf_min,i_anode_a,u_anode_v,damage_true,fuse_blown,split
P08,8,2,804.0,16.93,3647.3,8.33,6.793,7005.7,0.147,0,train
P08,9,1,794.3,20.01,4208.4,6.63,6.732,7006.6,0.15903,0,train
P08,9,2,698.5,18.45,2999.6,6.3,6.767,6996.2,0.16664,0,train
P08,10,1,781.3,15.24,3101.0,7.65,6.718,7059.5,0.1753,0,train
P08,10,2,728.1,15.42,2724.8,7.58,6.718,7045.2,0.18259,0,train
P08,11,1,858.7,20.24,4973.7,6.05,6.87,6997.6,0.19949,0,train
P08,11,2,686.1,18.83,2954.9,5.42,6.878,7012.9,0.20733,0,train
P08,12,1,766.4,11.9,2330.0,7.51,6.704,6961.1,0.21324,0,train
P08,12,2,818.4,16.38,3656.0,7.4,6.694,6980.2,0.22497,0,train
P08,13,1,807.2,17.95,3898.3,4.73,6.782,6981.8,0.23647,0,train
P08,13,2,726.2,20.05,3525.0,3.77,6.746,6998.5,0.24579,0,train
P08,13,3,771.7,21.19,4206.0,5.01,6.752,6990.4,0.2572,0,train
P08,14,1,805.6,19.74,4270.9,9.61,6.704,7024.2,0.26971,0,train
P08,14,2,763.5,18.03,3502.2,9.62,6.684,7001.4,0.27955,0,train
P08,15,1,809.9,20.71,4528.6,6.01,6.764,7010.1,0.29151,0,train
P08,15,2,738.0,17.98,3264.2,4.51,6.757,7021.5,0.30005,0,train
P08,15,3,798.1,20.04,4254.0,5.9,6.771,7008.6,0.31222,0,train
P08,16,1,823.7,23.76,5373.8,4.16,6.833,7007.9,0.33001,0,train
P08,16,2,760.6,18.46,3558.7,6.1,6.837,7008.7,0.33868,0,train
P08,17,1,843.7,17.75,4211.4,6.18,6.787,7032.8,0.3497,0,train
P08,17,2,744.6,17.51,3236.5,6.54,6.808,7048.3,0.36017,0,train
P08,18,1,809.7,23.53,5142.6,7.8,6.883,7025.1,0.37592,0,train
P08,18,2,713.7,18.04,3062.1,7.4,6.877,6996.8,0.38408,0,train
P08,19,1,791.6,16.97,3544.1,6.57,6.765,7017.6,0.39195,0,train
P08,19,2,732.1,15.29,2731.9,5.2,6.755,7015.8,0.39897,0,train
P08,20,1,777.3,22.36,4502.9,7.96,6.688,7017.3,0.41261,0,train
P08,20,2,768.3,17.0,3344.3,9.02,6.698,7003.5,0.42212,0,train
P08,21,1,786.4,18.56,3825.7,6.45,6.783,7023.9,0.4328,0,train
P08,21,2,740.1,25.03,4570.0,5.96,6.777,7040.3,0.44519,0,train
P08,22,1,861.7,22.32,5523.7,6.03,6.92,6988.5,0.46206,0,train
P08,22,2,850.3,15.17,3655.7,6.41,6.967,7015.9,0.47074,0,train
P08,23,1,817.9,17.89,3988.8,6.87,6.785,7051.5,0.48365,0,train
P08,23,2,827.7,15.39,3514.0,7.14,6.771,7013.5,0.49396,0,train
P08,24,1,836.2,21.55,5022.9,7.13,6.766,6999.1,0.50898,0,train
P08,24,2,739.2,15.77,2871.9,6.19,6.77,7003.7,0.5164,0,train
P08,25,1,824.2,20.89,4731.5,7.3,6.696,7028.0,0.53045,0,train
P08,25,2,690.9,15.02,2389.3,7.03,6.705,7019.1,0.53559,0,train
P08,26,1,827.5,18.6,4246.0,6.59,6.853,7009.0,0.54664,0,train
P08,26,2,813.3,23.79,5244.9,7.51,6.854,6995.9,0.56492,0,train
P08,27,1,764.4,18.5,3603.9,8.08,6.744,7001.8,0.57577,0,train
P08,27,2,772.6,16.8,3342.8,7.89,6.733,7007.0,0.58397,0,train
P08,28,1,867.6,18.17,4560.0,6.15,6.837,6991.3,0.59659,0,train
P08,28,2,808.0,20.83,4533.7,7.2,6.841,6991.7,0.60921,0,train
P08,29,1,785.5,18.92,3891.9,8.8,6.709,7000.5,0.62005,0,train
P08,29,2,676.2,20.6,3140.5,9.43,6.708,7007.4,0.62795,0,train
P08,30,1,858.9,14.17,3485.6,5.29,6.69,7012.1,0.63666,0,train
P08,30,2,838.4,15.9,3723.9,6.31,6.71,7001.8,0.64676,0,train
P08,31,1,851.5,22.8,5512.1,6.48,6.767,7028.9,0.66274,0,train
P08,31,2,808.3,20.99,4571.2,5.41,6.737,7007.0,0.67804,0,train
P08,32,1,856.3,17.75,4337.9,4.39,6.803,7002.1,0.69049,0,train
P08,32,2,781.7,21.29,4337.7,5.92,6.791,6997.7,0.7017,0,train
P08,33,1,777.7,24.03,4844.4,6.56,6.804,6998.1,0.71837,0,train
P08,33,2,835.1,18.9,4394.7,5.06,6.792,6981.6,0.73132,0,train
P08,34,1,861.8,19.06,4718.1,7.57,6.731,7000.0,0.74563,0,train
P08,34,2,745.8,12.77,2368.3,6.93,6.743,7027.4,0.75068,0,train
P08,35,1,911.1,17.79,4923.2,8.77,6.834,7021.2,0.7653,0,train
P08,35,2,695.9,21.66,3495.5,8.86,6.839,7011.5,0.77328,0,train
P08,36,1,810.8,12.26,2686.6,5.55,6.763,7015.5,0.78089,0,train
P08,36,2,736.2,17.3,3125.5,5.95,6.786,6991.9,0.78927,0,train
P08,36,3,782.6,16.86,3442.3,5.61,6.783,7004.1,0.79942,0,train
P08,37,1,919.1,17.54,4939.7,6.96,6.896,7005.8,0.81356,0,train
P08,37,2,801.0,18.48,3951.8,4.95,6.888,7010.3,0.82473,0,train
P08,38,1,860.0,17.54,4325.2,5.51,6.922,7016.5,0.83807,0,train
P08,38,2,870.7,21.35,5395.8,5.17,6.92,7010.9,0.85348,0,train
P08,39,1,884.1,18.74,4882.1,7.62,6.779,7004.5,0.86739,0,train
P08,39,2,791.1,25.19,5255.8,7.22,6.788,7017.5,0.88175,0,train
P08,40,1,811.5,12.12,2661.2,5.74,6.816,6987.4,0.88841,0,train
P08,40,2,820.1,18.48,4142.9,6.79,6.812,7002.9,0.90036,0,train
P08,41,1,854.0,21.56,5241.6,8.62,6.753,7016.7,0.9168,0,train
P08,41,2,811.6,16.65,3655.0,7.47,6.751,6991.5,0.9286,0,train
P08,42,1,909.3,15.08,4157.2,7.07,6.742,7003.2,0.94227,0,train
P08,42,2,825.4,20.15,4576.0,6.25,6.736,6995.8,0.95696,0,train
P08,43,1,944.4,15.4,4577.7,8.18,6.872,7037.2,0.96924,0,train
P08,43,2,850.1,18.65,4492.1,7.57,6.89,7009.3,0.98369,0,train
P08,44,1,971.4,15.94,5014.4,6.24,6.713,7000.0,0.99596,0,train
P08,44,2,862.6,20.18,5005.8,5.42,6.719,6982.3,1.0,1,train
P09,1,1,915.7,16.78,4688.8,6.17,6.868,6969.5,0.01135,0,train
P09,1,2,879.8,17.28,4458.2,4.05,6.875,6999.0,0.02419,0,train
P09,2,1,886.1,20.45,5353.3,7.58,6.708,6966.5,0.03624,0,train
P09,2,2,811.5,23.0,5049.4,7.3,6.708,6997.2,0.04847,0,train
P09,3,1,964.4,12.86,3987.4,8.72,6.884,6958.8,0.05764,0,train
P09,3,2,881.4,19.37,5014.5,8.02,6.868,6972.3,0.07148,0,train
P09,4,1,972.4,18.79,5924.1,5.57,6.716,6959.8,0.08903,0,train
P09,4,2,929.2,14.69,4227.9,4.78,6.693,6964.6,0.09942,0,train
P09,4,3,851.6,14.04,3393.2,5.61,6.717,6943.5,0.10681,0,train
P09,5,1,921.7,18.4,5210.4,5.07,6.715,6964.0,0.11952,0,train
P09,5,2,856.6,18.32,4480.0,3.99,6.709,6941.4,0.12971,0,train
P09,5,3,818.1,19.54,4358.7,5.37,6.689,6951.4,0.13993,0,train
P09,6,1,943.4,16.86,5002.6,4.86,6.912,6983.3,0.15084,0,train
P09,6,2,877.9,20.21,5191.5,5.47,6.927,6995.9,0.16281,0,train
P09,7,1,958.7,15.79,4838.8,8.65,6.747,6987.9,0.17378,0,train
P09,7,2,806.2,17.36,3762.0,8.47,6.772,6974.6,0.18117,0,train
P09,8,1,1016.2,20.0,6884.8,5.94,6.851,6981.9,0.20276,0,train
P09,8,2,911.9,17.8,4935.2,6.46,6.851,6960.4,0.21554,0,train
P09,9,1,893.1,16.33,4341.5,5.64,6.722,6973.4,0.22636,0,train
P09,9,2,764.9,20.76,4049.2,5.88,6.72,6971.9,0.23598,0,train
P09,9,3,960.5,17.1,5259.8,4.49,6.725,6974.2,0.25045,0,train
P09,10,1,932.5,19.94,5779.3,5.58,6.741,6982.5,0.26219,0,train
P09,10,2,906.9,20.75,5687.6,6.16,6.728,6985.7,0.27937,0,train
P09,11,1,880.8,19.2,4965.4,6.0,6.991,6960.0,0.29114,0,train
P09,11,2,849.5,17.12,4117.6,8.3,6.984,6946.1,0.30072,0,train
P09,12,1,934.0,18.02,5241.3,6.29,6.755,6991.2,0.3137,0,train
P09,12,2,919.6,16.74,4718.1,7.67,6.778,6990.8,0.32533,0,train
P09,13,1,986.5,18.5,6000.0,5.95,6.736,6967.2,0.34119,0,train
P09,13,2,869.7,17.34,4371.7,5.88,6.735,6974.2,0.351,0,train
P09,14,1,974.8,17.92,5677.5,7.64,6.745,6990.9,0.36529,0,train
P09,14,2,865.5,16.63,4151.3,5.99,6.737,6993.1,0.37408,0,train
P09,15,1,948.0,19.27,5774.1,8.65,6.756,6988.1,0.39055,0,train
P09,15,2,884.8,23.16,6044.6,8.16,6.739,6966.6,0.40727,0,train
P09,16,1,936.7,15.51,4535.3,5.59,6.836,6942.3,0.41818,0,train
P09,16,2,843.9,18.74,4449.8,5.04,6.829,6947.3,0.42858,0,train
P09,16,3,966.7,19.86,6186.4,5.54,6.835,6960.5,0.4436,0,train
P09,17,1,960.6,14.67,4512.2,6.4,6.691,6965.5,0.45569,0,train
P09,17,2,970.6,17.3,5431.0,4.92,6.689,6991.7,0.47033,0,train
P09,17,3,840.0,21.59,5077.4,5.2,6.696,6979.9,0.48507,0,train
P09,18,1,1003.9,21.26,7143.3,8.36,6.706,6975.6,0.50678,0,train
P09,18,2,905.0,15.07,4114.7,8.06,6.703,6987.4,0.51625,0,train
P09,19,1,1085.3,15.8,6203.7,6.94,6.712,6947.6,0.53343,0,train
P09,19,2,857.6,12.46,3053.8,7.77,6.702,6972.5,0.54025,0,train
P09,20,1,951.5,18.61,5616.3,5.66,6.884,6950.4,0.55451,0,train
P09,20,2,893.2,17.01,4521.9,5.53,6.889,6970.1,0.56442,0,train
P09,21,1,837.4,17.33,4051.5,8.88,6.939,6975.7,0.57461,0,train
P09,21,2,950.4,15.29,4602.7,8.81,6.914,6983.2,0.58563,0,train
P09,22,1,1060.3,14.89,5580.1,6.49,6.801,6959.7,0.59816,0,train
P09,22,2,826.2,18.17,4133.5,6.03,6.802,6963.5,0.60877,0,train
P09,22,3,860.1,19.0,4685.8,5.43,6.804,6968.3,0.61988,0,train
P09,23,1,851.3,20.86,5038.9,4.44,6.832,6961.1,0.63218,0,train
P09,23,2,909.5,17.85,4921.1,6.49,6.832,6966.7,0.64485,0,train
P09,24,1,968.6,19.21,6007.0,6.35,6.913,6983.7,0.66127,0,train
P09,24,2,955.6,23.27,7081.6,6.34,6.904,6987.0,0.68227,0,train
P09,25,1,919.7,13.66,3852.9,6.26,6.851,6979.6,0.69144,0,train
P09,25,2,890.0,17.83,4708.8,6.65,6.884,6972.4,0.70183,0,train
P09,25,3,876.4,16.43,4206.3,4.96,6.866,6976.2,0.71033,0,train
P09,26,1,878.6,17.18,4419.4,6.09,6.686,6958.0,0.72029,0,train
P09,26,2,816.0,21.12,4688.5,5.59,6.678,6983.1,0.72997,0,train
P09,27,1,918.0,19.13,5373.2,5.7,6.734,6975.9,0.74553,0,train
P09,27,2,922.6,20.42,5793.9,6.72,6.725,6993.4,0.7585,0,train
P09,28,1,889.5,17.42,4594.4,8.35,6.725,6967.2,0.76994,0,train
P09,28,2,853.2,17.2,4173.4,8.15,6.755,6958.3,0.78029,0,train
P09,29,1,1052.6,19.54,7214.2,7.74,6.707,6964.8,0.79953,0,train
P09,29,2,881.0,19.22,4972.4,8.85,6.686,6948.1,0.81218,0,train
P09,30,1,1003.7,19.66,6602.3,8.01,7.005,6990.7,0.82808,0,train
P09,30,2,976.7,19.67,6254.6,8.25,6.996,6993.3,0.84429,0,train
P09,31,1,1045.3,16.34,5953.1,6.7,6.879,6978.7,0.85878,0,train
P09,31,2,893.3,13.75,3658.2,8.08,6.881,6981.2,0.86713,0,train
P09,32,1,1027.8,19.46,6852.1,5.58,6.949,6951.9,0.88553,0,train
P09,32,2,945.0,18.72,5571.8,6.45,6.949,6971.7,0.89849,0,train
P09,33,1,917.8,18.44,5179.1,4.18,6.703,6995.2,0.91065,0,train
P09,33,2,908.8,15.9,4376.2,5.56,6.696,6977.0,0.92156,0,train
P09,33,3,823.2,18.3,4134.6,5.31,6.692,6982.2,0.93051,0,train
P09,34,1,997.7,16.57,5499.3,4.2,6.801,6961.8,0.94225,0,train
P09,34,2,967.2,20.25,6315.2,3.85,6.79,6956.3,0.95444,0,train
P09,34,3,911.9,21.21,5878.7,5.62,6.802,6980.2,0.96955,0,train
P09,35,1,950.6,19.56,5890.7,6.12,6.773,6951.1,0.9822,0,train
P09,35,2,973.1,20.29,6403.1,7.5,6.778,6966.4,1.0,1,train
P10,1,1,749.6,13.54,2535.3,5.22,6.697,7013.1,0.00421,0,train
P10,1,2,741.5,15.32,2808.3,4.85,6.699,7027.3,0.00877,0,train
P10,1,3,683.5,18.52,2883.4,5.06,6.693,6995.4,0.01418,0,train
P10,2,1,734.4,20.04,3601.9,6.63,6.772,7017.3,0.02059,0,train
P10,2,2,710.2,16.34,2746.8,6.64,6.74,7011.4,0.02459,0,train
P10,3,1,739.0,19.97,3635.0,9.25,6.85,7020.5,0.03254,0,train
P10,3,2,660.7,19.51,2838.9,7.15,6.862,7029.4,0.03627,0,train
P10,4,1,764.3,18.35,3573.9,8.07,6.797,7017.1,0.04344,0,train
P10,4,2,736.5,17.54,3171.5,7.6,6.784,7027.5,0.04816,0,train
P10,5,1,785.0,17.61,3617.9,3.27,6.801,7014.7,0.05474,0,train
P10,5,2,694.1,18.19,2920.9,3.15,6.77,7013.8,0.06062,0,train
P10,5,3,708.9,16.6,2780.0,4.36,6.801,6999.5,0.06563,0,train
P10,6,1,729.6,16.63,2950.8,4.08,6.723,6979.8,0.07104,0,train
P10,6,2,692.2,14.12,2254.9,5.39,6.725,7005.2,0.07528,0,train
P10,6,3,681.0,20.76,3210.2,5.65,6.722,7004.9,0.0815,0,train
P10,7,1,714.3,19.88,3381.4,5.19,6.727,7006.3,0.08723,0,train
P10,7,2,738.0,17.85,3240.5,4.2,6.73,6997.2,0.09232,0,train
P10,7,3,769.2,16.57,3267.1,3.84,6.727,7004.9,0.09689,0,train
P10,8,1,822.2,19.35,4361.2,6.0,6.712,6988.1,0.10471,0,train
P10,8,2,736.0,15.39,2778.7,5.26,6.703,6990.1,0.10867,0,train
P10,8,3,720.9,15.62,2706.4,3.76,6.679,7003.6,0.11235,0,train
P10,9,1,833.6,16.19,3750.2,5.76,6.692,7026.5,0.11809,0,train
P10,9,2,726.9,18.78,3308.1,6.48,6.694,7048.8,0.12344,0,train
P10,10,1,830.5,21.35,4907.3,8.89,6.759,7012.1,0.13429,0,train
P10,10,2,679.0,22.95,3526.7,7.56,6.75,7012.0,0.1404,0,train
P10,11,1,841.1,19.89,4689.8,8.33,6.694,7010.7,0.1513,0,train
P10,11,2,762.3,19.02,3684.2,5.7,6.701,7018.0,0.15797,0,train
P10,12,1,777.7,12.84,2588.3,4.45,6.965,7024.0,0.16225,0,train
P10,12,2,766.7,15.61,3057.7,5.48,6.929,7021.1,0.16732,0,train
P10,12,3,701.1,17.96,2943.5,4.23,6.922,7009.2,0.17295,0,train
P10,13,1,779.5,12.74,2580.6,5.1,6.828,7011.0,0.17691,0,train
P10,13,2,747.4,18.89,3517.4,5.43,6.797,7009.6,0.18338,0,train
P10,14,1,823.3,19.9,4496.3,6.16,6.728,6994.9,0.19237,0,train
P10,14,2,729.6,15.35,2723.1,6.32,6.715,7001.4,0.19702,0,train
P10,15,1,784.2,18.3,3750.7,3.46,6.706,7007.2,0.20329,0,train
P10,15,2,671.3,18.51,2780.5,2.95,6.673,7014.1,0.20819,0,train
P10,15,3,810.0,16.15,3533.4,3.91,6.684,7011.1,0.21514,0,train
P10,16,1,809.7,14.05,3069.3,7.84,6.843,7021.6,0.22121,0,train
P10,16,2,805.3,19.27,4165.6,6.67,6.853,7036.9,0.22757,0,train
P10,17,1,853.7,16.98,4124.2,7.58,6.779,7039.9,0.23569,0,train
P10,17,2,775.8,21.73,4359.7,8.23,6.787,7039.1,0.24297,0,train
P10,18,1,835.9,12.41,2891.7,3.96,6.697,6985.2,0.24847,0,train
P10,18,2,733.8,18.63,3343.9,5.08,6.713,6980.1,0.25416,0,train
P10,18,3,730.7,21.41,3810.5,5.3,6.697,6985.7,0.26252,0,train
P10,19,1,768.0,15.13,2975.7,6.23,6.71,6987.1,0.26755,0,train
P10,19,2,804.6,14.12,3047.6,8.62,6.722,7014.6,0.27299,0,train
P10,20,1,784.3,17.38,3564.0,3.98,6.735,7003.6,0.28014,0,train
P10,20,2,784.9,18.83,3866.8,4.88,6.741,6998.5,0.28709,0,train
P10,20,3,715.7,14.35,2450.6,2.86,6.773,6995.2,0.29148,0,train
P10,21,1,771.1,19.52,3868.6,3.34,6.71,6967.9,0.30059,0,train
P10,21,2,787.0,11.87,2450.8,2.83,6.706,6967.3,0.3046,0,train
P10,21,3,758.0,19.14,3666.4,5.8,6.723,6969.0,0.31076,0,train
P10,22,1,838.1,18.43,4315.9,6.02,6.75,7015.1,0.31961,0,train
P10,22,2,764.2,15.98,3110.0,7.3,6.74,7013.4,0.32586,0,train
P10,22,3,777.3,14.73,2966.4,6.44,6.725,7022.6,0.33087,0,train
P10,23,1,834.5,15.93,3698.4,5.98,6.78,6992.7,0.33748,0,train
P10,23,2,822.3,20.26,4566.8,6.35,6.786,7005.7,0.34631,0,train
P10,23,3,733.5,17.57,3150.4,5.77,6.774,6999.7,0.35206,0,train
P10,24,1,889.1,14.66,3861.6,8.05,6.814,7021.5,0.35932,0,train
P10,24,2,739.1,17.93,3264.4,6.78,6.833,7036.2,0.3651,0,train
P10,25,1,755.7,16.76,3191.1,5.82,6.732,6981.6,0.37029,0,train
P10,25,2,754.5,17.79,3375.3,4.02,6.739,7005.6,0.37544,0,train
P10,25,3,762.6,17.76,3443.6,4.95,6.71,7000.0,0.38,0,train
P10,26,1,942.2,17.17,5082.3,5.15,6.7,7028.4,0.39223,0,train
P10,26,2,733.8,19.73,3541.1,3.5,6.698,7024.3,0.39881,0,train
P10,26,3,823.3,18.48,4174.6,4.6,6.714,7015.9,0.4077,0,train
P10,27,1,772.0,16.75,3327.6,3.68,6.71,7025.6,0.41224,0,train
P10,27,2,771.4,20.35,4037.6,5.01,6.719,7034.5,0.41903,0,train
P10,27,3,822.6,18.18,4099.6,4.3,6.692,7021.1,0.42738,0,train
P10,28,1,871.9,15.04,3812.8,6.34,6.722,7033.7,0.43534,0,train
P10,28,2,761.2,12.76,2464.4,7.82,6.694,7029.8,0.43874,0,train
P10,29,1,825.1,20.47,4645.4,4.17,6.676,6968.0,0.44639,0,train
P10,29,2,702.9,16.8,2767.2,4.05,6.702,6974.4,0.45094,0,train
P10,29,3,770.9,13.87,2746.9,4.0,6.702,6974.8,0.45536,0,train
P10,30,1,882.8,14.25,3702.7,5.68,6.732,7021.4,0.4618,0,train
P10,30,2,835.7,14.46,3365.8,4.55,6.713,6996.9,0.46797,0,train
P10,30,3,812.0,16.46,3618.9,4.56,6.719,7002.3,0.47379,0,train
P10,31,1,828.2,19.86,4540.7,5.83,6.723,7006.0,0.48103,0,train
P10,31,2,794.2,17.05,3586.1,4.77,6.696,7005.9,0.48626,0,train
P10,31,3,764.3,19.03,3705.0,5.18,6.705,7006.2,0.49149,0,train
P10,32,1,873.7,21.77,5540.6,5.48,6.801,7022.3,0.50369,0,train
P10,32,2,808.5,20.33,4429.9,4.4,6.826,7013.5,0.51193,0,train
P10,33,1,760.8,18.11,3493.9,5.2,6.704,7014.0,0.51876,0,train
P10,33,2,761.8,15.33,2965.6,7.23,6.694,7006.7,0.52446,0,train
P10,33,3,835.9,17.74,4132.3,5.81,6.714,7002.3,0.53234,0,train
P10,34,1,892.3,20.14,5344.5,6.7,6.764,7029.7,0.54299,0,train
P10,34,2,856.1,16.43,4014.3,4.51,6.777,7035.4,0.55189,0,train
P10,34,3,774.5,18.82,3764.5,5.92,6.771,7028.1,0.55809,0,train
P10,35,1,837.4,25.31,5914.8,7.16,6.784,7009.4,0.57098,0,train
P10,35,2,809.8,13.75,3006.3,8.14,6.787,7025.6,0.57676,0,train
P10,36,1,830.8,18.53,4264.4,5.46,6.695,6992.6,0.58477,0,train
P10,36,2,800.3,14.41,3076.0,6.37,6.711,7001.9,0.59073,0,train
P10,37,1,841.3,19.32,4558.4,4.82,6.699,7017.3,0.60137,0,train
P10,37,2,793.2,14.81,3106.3,4.33,6.68,7003.4,0.60623,0,train
P10,37,3,752.3,23.9,4510.0,3.65,6.679,7021.8,0.61454,0,train
P10,38,1,912.7,20.04,5563.5,3.26,6.784,7043.0,0.62447,0,train
P10,38,2,817.5,18.76,4178.6,3.77,6.787,7032.9,0.6338,0,train
P10,38,3,838.1,14.84,3475.5,4.84,6.794,7046.6,0.64022,0,train
P10,39,1,912.7,17.03,4728.0,6.04,6.727,7003.9,0.64767,0,train
P10,39,2,809.7,20.21,4416.8,5.29,6.712,6997.8,0.6578,0,train
P10,39,3,781.5,20.57,4188.0,4.74,6.706,6998.7,0.66517,0,train
P10,40,1,839.0,19.62,4604.1,4.87,6.7,7008.8,0.67377,0,train
P10,40,2,866.8,14.96,3746.6,4.71,6.712,6991.0,0.67994,0,train
P10,40,3,814.2,20.32,4489.5,5.43,6.696,6992.6,0.68993,0,train
P10,41,1,915.2,20.54,5736.2,5.09,6.83,7016.2,0.70336,0,train
P10,41,2,791.8,23.34,4877.8,6.55,6.831,7019.7,0.71187,0,train
P10,41,3,828.1,15.57,3559.5,5.38,6.831,7028.5,0.71852,0,train
P10,42,1,994.4,21.38,7048.5,8.12,6.701,7004.7,0.73526,0,train
P10,42,2,754.3,19.88,3770.1,6.27,6.712,6986.0,0.74186,0,train
P10,43,1,856.0,19.99,4883.6,5.0,6.685,6987.2,0.75299,0,train
P10,43,2,839.7,16.89,3970.7,3.5,6.717,6982.3,0.76241,0,train
P10,43,3,783.6,20.55,4206.2,3.93,6.692,7005.1,0.77016,0,train
P10,44,1,895.6,19.22,5139.5,7.52,6.705,7018.4,0.77967,0,train
P10,44,2,776.0,16.84,3380.1,9.04,6.707,7017.4,0.78589,0,train
P10,45,1,821.2,17.55,3944.6,6.42,6.711,7006.4,0.79224,0,train
P10,45,2,868.0,13.83,3474.0,7.0,6.7,7001.3,0.79841,0,train
P10,46,1,887.8,20.47,5378.5,6.27,6.824,7009.6,0.81337,0,train
P10,46,2,830.7,18.69,4298.3,5.19,6.784,7003.4,0.8201,0,train
P10,47,1,959.3,13.76,4221.4,6.5,6.838,7004.6,0.82843,0,train
P10,47,2,850.0,17.83,4292.5,6.25,6.85,7012.3,0.83703,0,train
P10,48,1,916.9,17.16,4808.6,4.72,6.682,7019.7,0.84663,0,train
P10,48,2,745.5,18.67,3459.1,5.7,6.704,7023.9,0.85254,0,train
P10,48,3,821.8,22.34,5029.0,5.85,6.71,7019.9,0.86248,0,train
P10,49,1,1000.7,16.81,5612.1,3.75,6.692,7032.6,0.87696,0,train
P10,49,2,843.7,15.28,3626.6,4.64,6.706,7023.9,0.88419,0,train
P10,49,3,772.5,19.64,3905.9,4.68,6.687,7023.2,0.89115,0,train
P10,50,1,909.4,18.07,4981.7,7.25,6.712,7020.1,0.90082,0,train
P10,50,2,810.3,14.75,3227.3,8.56,6.694,7018.9,0.90579,0,train
P10,51,1,934.8,20.15,5867.7,6.01,6.741,6998.2,0.92066,0,train
P10,51,2,815.0,20.14,4459.6,4.73,6.737,7038.4,0.92977,0,train
P10,51,3,895.6,17.7,4732.7,6.27,6.757,7010.9,0.93964,0,train
P10,52,1,954.8,17.74,5390.1,4.3,6.688,7039.8,0.95307,0,train
P10,52,2,872.0,20.02,5075.1,6.65,6.684,7049.8,0.9617,0,train
P10,52,3,882.5,17.66,4584.6,4.88,6.695,7026.8,0.9709,0,train
P10,53,1,833.5,18.33,4245.0,5.55,6.867,7022.9,0.97884,0,train
P10,53,2,895.9,19.8,5298.1,3.32,6.854,7037.4,0.98899,0,train
P10,53,3,872.3,13.5,3423.5,4.94,6.836,7033.0,0.995,0,train
P10,54,1,902.2,20.09,5452.1,3.91,6.795,7023.5,1.0,0,train
P10,54,2,836.8,22.74,5307.8,3.75,6.781,7030.5,1.0,0,train
P10,54,3,835.6,18.7,4351.7,4.9,6.811,7023.9,1.0,1,train
P11,1,1,916.2,18.49,5174.4,3.48,7.031,6981.8,0.01277,0,train
P11,1,2,808.7,17.88,3897.9,6.2,7.034,6949.6,0.02019,0,train
P11,2,1,848.0,20.36,4881.5,5.95,6.805,6984.1,0.03217,0,train
P11,2,2,807.6,16.49,3585.9,3.88,6.799,6984.6,0.04045,0,train
P11,2,3,797.3,18.08,3830.2,4.01,6.796,6961.0,0.05109,0,train
P11,3,1,944.3,17.6,5231.2,5.67,6.813,7005.4,0.06527,0,train
P11,3,2,869.3,18.29,4607.6,5.52,6.806,6988.2,0.07547,0,train
P11,3,3,883.7,23.07,6004.4,5.64,6.804,6985.3,0.09165,0,train
P11,4,1,915.8,23.99,6705.1,7.75,6.933,6977.5,0.10968,0,train
P11,4,2,765.0,16.96,3309.7,7.59,6.922,6928.6,0.11714,0,train
P11,5,1,913.7,19.14,5326.9,5.66,6.891,6980.2,0.1328,0,train
P11,5,2,830.1,24.39,5600.7,6.21,6.902,6958.7,0.14848,0,train
P11,5,3,879.1,15.7,4044.6,5.9,6.873,6954.9,0.15917,0,train
P11,6,1,922.6,18.35,5205.4,7.24,6.848,6961.7,0.1714,0,train
P11,6,2,869.3,17.64,4442.9,6.03,6.877,6970.1,0.18269,0,train
P11,7,1,830.0,14.31,3285.8,4.86,7.055,6987.5,0.19016,0,train
P11,7,2,927.5,14.83,4252.0,7.65,7.037,6989.4,0.1995,0,train
P11,8,1,956.1,17.34,5282.5,8.42,6.943,6989.4,0.21304,0,train
P11,8,2,857.9,16.21,3978.1,7.03,6.951,6992.4,0.22118,0,train
P11,9,1,865.0,20.3,5063.4,6.9,6.928,6981.0,0.23453,0,train
P11,9,2,851.1,17.1,4127.7,9.83,6.946,6962.5,0.24431,0,train
P11,10,1,911.3,17.34,4800.9,8.39,7.089,6994.6,0.25531,0,train
P11,10,2,794.5,18.82,3959.8,9.33,7.101,7008.0,0.26367,0,train
P11,11,1,927.9,17.49,5018.8,8.39,7.007,6964.1,0.2742,0,train
P11,11,2,820.9,18.83,4229.4,6.79,7.023,6978.0,0.28438,0,train
P11,12,1,990.0,17.77,5805.7,7.39,6.912,6972.1,0.29916,0,train
P11,12,2,894.7,20.68,5519.0,6.05,6.923,6995.7,0.31279,0,train
P11,13,1,899.8,17.5,4721.9,7.44,7.073,6966.9,0.32472,0,train
P11,13,2,870.1,15.04,3796.3,6.75,7.105,6989.5,0.33349,0,train
P11,14,1,855.4,15.79,3851.3,6.33,6.974,6968.5,0.34173,0,train
P11,14,2,823.8,14.29,3233.4,7.63,6.989,6966.8,0.34903,0,train
P11,15,1,982.1,18.06,5808.0,5.46,6.925,6942.5,0.36585,0,train
P11,15,2,848.7,23.64,5676.0,7.16,6.912,6937.1,0.37982,0,train
P11,16,1,908.3,19.3,5307.1,7.76,7.082,6946.5,0.394,0,train
P11,16,2,762.4,20.0,3874.9,6.49,7.077,6972.3,0.40213,0,train
P11,17,1,872.1,16.64,4218.0,5.09,6.81,6962.7,0.41203,0,train
