press_id,press_model,cycle_index,ts_start,shift,glue_type,wood_species,wood_moisture_pct,charge_thickness_mm,charge_area_m2,cycle_duration_min,n_activations,t_hf_total_min,u_anode_v_mean,u_anode_v_std,i_anode_a_mean,i_anode_a_max,p_anode_kw,i_prim_rms_a,cos_phi,u_ripple_v,i_inrush_peak_a_max,t_inrush_ms_mean,i2t_cycle_a2s,i2t_cum_a2s,t_hall_c,t_cabinet_c,t_fuse_holder_c,dt_fuse_cabinet_k,r_fuse_est_mohm,press_hours_total,hydraulic_pressure_bar,glue_batch_id,fuse_blown,damage_true,rul_cycles,blow_within_5,censored,split
P16,HFP-2400,21,2025-05-27 13:17,F,PUR,Buche,9.55,30.0,2.665,65.0,2,15.3,6997.7,10.77,6.815,6.869,47.69,83.8,0.9126,79.28,1072.8,20.15,12705.3,268004.2,27.54,38.74,53.71,14.97,0.8057,5275.4,181.4,B1860,0,0.62167,11,0,0,train
P16,HFP-2400,22,2025-05-27 14:35,S,PUR,Fichte,11.9,18.0,2.112,55.6,3,13.95,7001.3,8.57,6.897,6.908,48.29,85.91,0.9014,87.59,1025.4,20.87,18971.4,286975.7,27.47,38.09,56.06,17.97,0.739,5276.3,171.6,B2592,0,0.66221,10,0,0,train
P16,HFP-2400,23,2025-05-27 15:39,S,PUR,Buche,9.15,30.0,2.0,65.9,2,15.72,6995.0,10.1,6.737,6.767,47.12,83.01,0.9104,81.07,1032.3,17.85,11324.0,298299.7,27.09,36.72,52.64,15.92,0.5971,5277.4,186.3,B4030,0,0.69087,9,0,0,train
P16,HFP-2400,24,2025-05-27 17:00,S,PUR,Eiche,11.67,38.0,2.64,72.5,3,19.13,6981.1,9.42,6.909,6.931,48.24,84.63,0.9141,77.25,1058.6,17.62,17163.1,315462.8,28.75,38.56,55.43,16.87,0.903,5278.6,161.7,B7817,0,0.73703,8,0,0,train
P16,HFP-2400,25,2025-05-27 18:28,S,PVAc_D3,Esche,9.76,38.0,2.409,71.7,3,16.32,6999.4,10.06,6.818,6.846,47.72,84.26,0.9084,81.35,993.2,16.76,16099.7,331562.5,25.96,35.57,55.49,19.93,0.8728,5279.8,180.8,B1599,0,0.77332,7,0,0,train
P16,HFP-2400,26,2025-05-27 19:58,S,PVAc_D3,Buche,12.9,30.0,2.246,59.4,2,12.75,7002.0,8.75,6.992,7.019,48.96,85.99,0.913,80.49,974.8,16.55,9826.0,341388.5,27.09,37.24,53.02,15.77,0.8308,5280.8,181.1,B8507,0,0.79472,6,0,0,train
P16,HFP-2400,27,2025-05-27 21:09,S,PVAc_D3,Esche,9.93,38.0,2.734,72.7,2,15.78,7010.2,9.26,6.867,6.889,48.14,85.71,0.9007,85.91,980.0,19.52,11909.7,353298.2,24.62,33.24,51.64,18.4,0.7807,5282.0,191.4,B5440,0,0.82736,5,0,0,train
P16,HFP-2400,28,2025-05-27 22:34,N,PVAc_D3,Fichte,11.1,38.0,2.463,73.3,3,15.77,7007.5,10.88,6.841,6.87,47.94,84.52,0.9097,81.09,966.8,18.28,15441.8,368740.1,24.52,33.94,55.48,21.54,1.0007,5283.2,183.5,B5362,0,0.85864,4,1,0,train
P16,HFP-2400,29,2025-05-28 00:08,N,PVAc_D3,Eiche,10.76,22.0,2.95,50.9,3,11.29,6993.4,8.36,6.922,6.955,48.41,84.71,0.9164,86.28,1069.4,17.46,16487.0,385227.1,23.15,33.36,53.77,20.42,0.9673,5284.1,177.1,B7542,0,0.89807,3,1,0,train
P16,HFP-2400,30,2025-05-28 01:17,N,PVAc_D3,Eiche,10.34,38.0,2.493,69.2,2,16.53,7012.2,11.71,6.826,6.854,47.86,83.6,0.9181,84.66,1005.7,17.68,11633.0,396860.0,22.04,32.03,53.73,21.7,0.8616,5285.2,178.3,B9516,0,0.92584,2,1,0,train
P16,HFP-2400,31,2025-05-28 02:41,N,PVAc_D4,Fichte,12.18,22.0,1.722,55.6,3,12.23,6982.5,9.35,6.866,6.889,47.95,83.87,0.9168,86.51,978.4,18.77,16511.1,413371.1,21.48,31.76,52.48,20.72,0.9768,5286.2,189.4,B5835,0,0.96465,1,1,0,train
P16,HFP-2400,32,2025-05-28 03:45,N,PVAc_D4,Esche,11.06,25.0,2.428,67.9,3,14.61,7017.1,10.07,6.874,6.902,48.23,84.94,0.9107,84.37,1083.0,18.21,17991.4,431362.5,21.56,31.18,53.25,22.07,1.1372,5287.3,173.9,B9530,1,1.0,0,1,0,train
P17,HFP-3200,1,2025-03-10 03:00,N,PVAc_D4,Fichte,8.59,18.0,2.592,53.1,2,9.75,7034.5,12.98,6.73,6.758,47.34,82.29,0.9226,63.16,902.8,17.24,8674.4,8674.4,11.32,24.99,32.37,7.37,0.9057,37790.1,182.1,B6014,0,0.03178,28,0,0,train
P17,HFP-3200,2,2025-03-10 04:01,N,PVAc_D4,Buche,10.81,30.0,2.492,64.7,2,14.19,6992.2,11.49,6.827,6.838,47.73,81.99,0.9336,74.98,806.2,16.24,6979.3,15653.7,13.55,28.0,34.57,6.57,0.6798,37791.2,170.2,B3642,0,0.0543,27,0,0,train
P17,HFP-3200,3,2025-03-10 05:18,N,PVAc_D3,Eiche,10.54,38.0,2.767,72.9,2,14.76,6988.2,9.36,6.771,6.796,47.31,81.7,0.9287,65.91,903.1,17.7,8099.6,23753.3,12.6,25.57,34.58,9.02,0.715,37792.4,177.7,B3234,0,0.08475,26,0,0,train
P17,HFP-3200,4,2025-03-10 06:47,F,PVAc_D3,Esche,8.46,38.0,2.554,67.3,2,13.67,6991.8,5.61,6.7,6.721,46.85,80.55,0.9327,68.07,882.0,18.27,8426.1,32179.3,12.98,24.87,33.8,8.93,0.6301,37793.5,173.3,B5691,0,0.11549,25,0,0,train
P17,HFP-3200,5,2025-03-10 08:14,F,PVAc_D3,Fichte,10.73,22.0,2.938,57.3,2,12.88,7000.2,10.94,6.804,6.826,47.63,83.39,0.9161,73.18,905.1,19.16,9955.6,42134.9,13.17,26.96,36.74,9.78,0.6357,37794.5,193.6,B3433,0,0.153,24,0,0,train
P17,HFP-3200,6,2025-03-10 09:29,F,PUR,Esche,8.98,22.0,2.047,62.0,2,15.71,6997.4,10.09,6.757,6.772,47.28,82.44,0.9198,71.6,887.8,14.6,6970.5,49105.5,14.16,26.89,35.02,8.13,0.6472,37795.5,177.4,B4508,0,0.17523,23,0,0,train
P17,HFP-3200,7,2025-03-10 10:52,F,PUR,Eiche,9.16,38.0,2.346,74.4,3,17.85,7017.7,6.27,6.801,6.838,47.73,82.6,0.9267,71.87,899.7,17.05,12306.3,61411.8,15.8,29.28,35.2,5.92,0.7468,37796.8,178.3,B8699,0,0.22,22,0,0,train
P17,HFP-3200,8,2025-03-10 12:27,F,PVAc_D4,Eiche,10.86,30.0,2.363,64.6,2,12.07,6981.4,9.3,6.871,6.882,47.97,84.07,0.9152,69.6,864.7,17.32,8294.2,69706.0,17.19,29.9,39.04,9.14,0.6827,37797.9,174.3,B7547,0,0.24648,21,0,0,train
P17,HFP-3200,9,2025-03-10 13:42,F,PVAc_D4,Buche,12.75,22.0,2.497,56.9,2,10.92,6989.2,11.86,6.939,6.967,48.5,84.09,0.925,71.58,888.7,14.62,7074.6,76780.5,16.08,28.14,38.43,10.29,0.5612,37798.8,167.3,B4152,0,0.27191,20,0,0,train
P17,HFP-3200,10,2025-03-10 14:51,S,PVAc_D4,Fichte,9.52,22.0,2.076,55.7,2,10.61,6990.7,7.04,6.748,6.782,47.17,82.02,0.9223,75.28,948.3,21.68,12222.3,89002.9,17.12,32.48,37.58,5.1,0.6907,37799.7,162.4,B1671,0,0.32161,19,0,0,train
P17,HFP-3200,11,2025-03-10 16:07,S,PVAc_D3,Eiche,9.09,22.0,2.2,60.6,2,13.31,6978.7,8.41,6.724,6.745,46.93,80.8,0.9315,75.76,884.2,15.1,6723.8,95726.6,18.27,30.87,40.87,10.0,0.6956,37800.7,177.6,B6424,0,0.34294,18,0,0,train
P17,HFP-3200,12,2025-03-10 17:16,S,PVAc_D4,Esche,10.43,22.0,1.882,54.6,2,14.73,6996.5,11.24,6.851,6.885,47.93,83.27,0.9232,68.86,886.8,18.88,8475.1,104201.8,19.37,32.83,41.76,8.92,0.8859,37801.6,176.5,B1039,0,0.37194,17,0,0,train
P17,HFP-3200,13,2025-03-10 18:19,S,PUR,Esche,9.08,25.0,2.795,67.3,2,17.14,6965.5,12.36,6.782,6.801,47.24,83.4,0.9083,79.89,928.0,13.83,7411.3,111613.1,16.3,30.65,41.51,10.86,1.0353,37802.8,179.2,B2287,0,0.39721,16,0,0,train
P17,HFP-3200,14,2025-03-10 19:48,S,PVAc_D4,Fichte,11.52,25.0,2.854,56.0,2,10.74,6996.5,11.43,6.92,6.947,48.41,84.67,0.917,77.09,946.3,19.23,11227.5,122840.6,16.62,31.71,38.0,6.29,0.7604,37803.7,186.7,B1373,0,0.44182,15,0,0,train
P17,HFP-3200,15,2025-03-10 20:59,S,PVAc_D3,Fichte,8.57,18.0,1.813,54.0,2,12.93,6989.2,12.72,6.7,6.706,46.83,82.61,0.9091,75.34,931.4,17.32,9716.8,132557.4,17.07,29.87,41.56,11.69,1.0895,37804.6,190.3,B1374,0,0.48162,14,0,0,train
P17,HFP-3200,16,2025-03-10 22:03,N,PVAc_D3,Buche,13.34,38.0,2.147,68.2,2,14.1,6986.4,7.15,6.949,6.975,48.55,85.76,0.9078,70.65,1011.5,17.14,10074.9,142632.4,13.11,26.24,38.42,12.18,0.9699,37805.7,172.3,B1154,0,0.51628,13,0,0,train
P17,HFP-3200,17,2025-03-10 23:26,N,PVAc_D3,Eiche,11.62,22.0,2.064,55.2,2,12.65,6998.8,7.52,6.855,6.874,47.98,84.19,0.9139,79.99,972.9,18.95,10590.7,153223.0,11.91,25.15,35.71,10.56,0.7768,37806.7,194.6,B8004,0,0.55615,12,0,0,train
P17,HFP-3200,18,2025-03-11 00:40,N,PVAc_D4,Esche,9.24,25.0,1.55,54.8,2,12.2,7006.4,8.24,6.729,6.769,47.15,82.68,0.9145,79.93,926.8,19.46,9926.6,163149.7,14.3,27.4,35.87,8.47,0.7643,37807.6,183.1,B5832,0,0.59849,11,0,0,train
P17,HFP-3200,19,2025-03-11 01:52,N,PVAc_D3,Esche,10.45,38.0,2.203,66.0,2,16.55,6996.3,7.68,6.794,6.826,47.54,83.54,0.9125,85.66,935.8,16.14,7691.3,170841.0,13.86,27.57,39.05,11.48,0.8666,37808.7,183.9,B9758,0,0.62574,10,0,0,train
P17,HFP-3200,20,2025-03-11 03:09,N,PVAc_D4,Buche,10.38,18.0,2.722,57.0,2,11.13,6996.7,7.83,6.832,6.865,47.8,84.19,0.9105,79.34,957.7,19.8,11233.2,182074.1,11.77,25.9,35.65,9.75,0.7662,37809.6,169.7,B9643,0,0.66913,9,0,0,train
P17,HFP-3200,21,2025-03-11 04:18,N,PVAc_D3,Fichte,7.8,25.0,2.106,63.8,2,12.97,6997.8,10.58,6.709,6.74,46.95,82.82,0.9091,77.84,920.7,16.25,8968.0,191042.1,11.99,25.14,40.68,15.54,0.8957,37810.7,174.3,B8864,0,0.70084,8,0,0,train
P17,HFP-3200,22,2025-03-11 05:38,N,PVAc_D4,Buche,9.83,25.0,2.307,55.7,2,12.81,6992.2,10.47,6.789,6.837,47.47,83.58,0.9109,76.84,916.8,19.5,10768.7,201810.8,12.3,26.95,38.22,11.27,0.8572,37811.6,177.5,B6585,0,0.73968,7,0,0,train
P17,HFP-3200,23,2025-03-11 06:45,F,PVAc_D3,Fichte,11.36,22.0,1.883,58.3,2,13.76,6995.0,12.08,6.865,6.909,48.02,84.31,0.9134,78.47,995.8,18.13,10092.8,211903.7,12.53,26.19,38.5,12.3,0.9113,37812.6,181.9,B7735,0,0.77839,6,0,0,train
P17,HFP-3200,24,2025-03-11 07:56,F,PVAc_D4,Eiche,9.71,30.0,2.317,60.7,2,15.11,7007.1,12.91,6.76,6.792,47.37,82.5,0.9208,78.73,938.2,16.9,9885.7,221789.4,14.18,27.14,39.9,12.76,0.9815,37813.6,181.0,B7169,0,0.81914,5,0,0,train
P17,HFP-3200,25,2025-03-11 09:06,F,PUR,Buche,10.31,38.0,2.478,74.8,2,19.27,7003.2,12.08,6.863,6.875,48.06,84.53,0.9118,79.72,950.4,21.52,11602.6,233392.0,14.79,28.45,42.09,13.64,0.848,37814.8,184.4,B8237,0,0.86342,4,1,0,train
P17,HFP-3200,26,2025-03-11 10:43,F,PVAc_D3,Eiche,9.26,30.0,2.665,66.0,2,14.29,6967.5,10.21,6.733,6.755,46.91,82.13,0.9161,72.66,949.4,20.25,10225.1,243617.1,15.79,30.69,45.01,14.32,0.9659,37815.9,181.3,B5704,0,0.89642,3,1,0,train
P17,HFP-3200,27,2025-03-11 12:10,F,PUR,Fichte,8.37,38.0,2.342,75.0,2,19.97,6999.7,8.61,6.736,6.772,47.15,83.42,0.9065,78.41,878.4,17.48,8845.8,252462.9,15.52,29.51,43.67,14.16,0.8726,37817.2,155.9,B3969,0,0.92721,2,1,0,train
P17,HFP-3200,28,2025-03-11 13:46,F,PUR,Eiche,9.69,22.0,2.649,64.5,2,15.89,6994.3,9.1,6.813,6.847,47.65,83.49,0.9153,78.69,984.6,22.05,12748.3,265211.1,17.99,33.11,46.59,13.47,1.1224,37818.3,187.9,B5469,0,0.98529,1,1,0,train
P17,HFP-3200,29,2025-03-11 15:03,S,PUR,Fichte,10.49,38.0,3.06,75.0,3,18.34,7003.7,5.53,6.929,6.972,48.53,85.27,0.9127,83.51,951.6,18.03,14997.9,280209.0,18.88,32.1,49.77,17.68,1.1249,37819.5,186.3,B7369,1,1.0,0,1,0,train
P18,HFP-2400,1,2025-06-09 05:00,N,PUR,Eiche,11.45,30.0,2.454,66.1,2,18.32,7023.5,9.62,6.965,6.994,48.92,84.3,0.9307,73.6,1011.7,17.34,11032.9,11032.9,23.51,33.55,42.5,8.95,0.8382,31165.0,183.0,B5827,0,0.03157,29,0,0,train
P18,HFP-2400,2,2025-06-09 06:27,F,PVAc_D3,Buche,10.99,38.0,2.091,71.0,2,14.92,6993.8,6.95,6.935,6.96,48.5,84.33,0.9224,71.87,955.3,18.65,10920.0,21952.8,24.59,35.32,39.24,3.92,0.9002,31166.2,173.1,B1134,0,0.06429,28,0,0,train
P18,HFP-2400,3,2025-06-09 07:46,F,PVAc_D4,Fichte,10.92,25.0,2.053,63.2,2,13.14,6997.8,10.79,6.992,7.028,48.93,85.4,0.9188,69.0,892.0,20.64,10105.7,32058.5,23.86,34.03,38.96,4.93,0.4581,31167.3,170.0,B7991,0,0.08888,27,0,0,train
P18,HFP-2400,4,2025-06-09 09:08,F,PVAc_D3,Buche,10.59,25.0,2.385,58.7,3,14.03,7029.2,6.61,6.991,7.003,49.14,85.72,0.9194,65.76,928.6,14.63,11485.0,43543.5,23.89,33.93,40.55,6.62,0.8745,31168.3,176.5,B7856,0,0.11906,26,0,0,train
P18,HFP-2400,5,2025-06-09 10:20,F,PUR,Eiche,11.34,25.0,2.107,60.9,2,17.2,7012.4,6.87,6.924,6.951,48.55,84.48,0.9216,74.31,941.3,16.99,8536.8,52080.3,27.15,39.19,41.35,2.16,0.8232,31169.3,172.3,B1874,0,0.14246,25,0,0,train
P18,HFP-2400,6,2025-06-09 11:35,F,PVAc_D3,Buche,9.82,25.0,3.1,56.9,2,13.06,7002.7,12.94,6.937,6.954,48.57,84.32,0.9239,70.53,931.5,16.4,9466.4,61546.7,27.43,39.39,43.11,3.72,1.2532,31170.2,193.3,B6919,0,0.1676,24,0,0,train
P18,HFP-2400,7,2025-06-09 12:47,F,PUR,Esche,11.41,30.0,1.966,66.3,2,15.79,7011.1,10.4,6.972,7.005,48.88,85.23,0.9198,74.0,991.5,16.41,9307.3,70854.0,28.1,39.89,46.42,6.53,0.9699,31171.3,191.8,B8111,0,0.19305,23,0,0,train
P18,HFP-2400,8,2025-06-09 14:03,S,PVAc_D4,Eiche,12.2,25.0,2.657,68.7,3,12.44,7024.1,11.14,7.048,7.063,49.51,86.69,0.9159,80.38,1018.0,18.9,17060.7,87914.8,27.79,39.09,45.41,6.32,0.9381,31172.5,192.4,B4822,0,0.24027,22,0,0,train
P18,HFP-2400,9,2025-06-09 15:22,S,PUR,Fichte,12.22,25.0,2.204,56.7,2,16.66,7003.6,13.1,7.052,7.099,49.39,86.94,0.9111,67.98,937.4,19.01,10592.1,98506.9,26.94,37.48,45.75,8.26,1.0273,31173.4,181.7,B7051,0,0.27076,21,0,0,train
P18,HFP-2400,10,2025-06-09 16:41,S,PVAc_D4,Buche,9.95,18.0,2.664,50.4,2,11.28,7049.0,7.96,6.905,6.938,48.67,86.6,0.9013,74.03,956.8,16.08,9697.1,108204.0,27.88,37.89,40.28,2.39,0.8292,31174.2,171.2,B9019,0,0.29928,20,0,0,train
P18,HFP-2400,11,2025-06-09 17:50,S,PUR,Eiche,12.03,25.0,2.072,62.2,2,16.73,7006.5,11.28,7.013,7.042,49.14,85.36,0.9231,72.99,1030.6,17.19,11983.6,120187.6,28.55,40.2,41.35,1.15,0.9365,31175.3,173.8,B2393,0,0.33899,19,0,0,train
P18,HFP-2400,12,2025-06-09 19:06,S,PVAc_D3,Fichte,11.13,18.0,2.247,52.3,2,9.9,6997.6,11.7,6.962,6.983,48.72,84.13,0.9287,74.16,962.6,20.28,11589.2,131776.8,27.32,39.5,48.87,9.38,0.9893,31176.2,175.3,B9475,0,0.36913,18,0,0,train
P18,HFP-2400,13,2025-06-09 20:14,S,PVAc_D4,Eiche,10.6,18.0,2.355,58.6,2,12.87,7014.8,9.54,6.958,6.998,48.81,84.49,0.9265,79.1,992.8,19.64,12343.6,144120.4,25.85,36.26,39.25,2.99,0.8594,31177.1,181.1,B1739,0,0.40304,17,0,0,train
P18,HFP-2400,14,2025-06-09 21:32,S,PUR,Buche,10.51,38.0,2.344,69.5,3,15.98,7012.2,9.79,6.994,7.021,49.04,85.35,0.9215,77.68,1028.8,19.59,17339.2,161459.6,24.95,36.6,42.98,6.39,0.9918,31178.3,174.9,B5043,0,0.45642,16,0,0,train
P18,HFP-2400,15,2025-06-09 22:58,N,PVAc_D4,Esche,8.65,30.0,2.633,65.1,3,14.08,7011.5,8.39,6.81,6.821,47.75,84.19,0.9095,74.91,910.7,18.85,15118.0,176577.7,24.87,35.29,44.17,8.87,0.727,31179.4,177.9,B5715,0,0.49972,15,0,0,train
P18,HFP-2400,16,2025-06-10 00:14,N,PVAc_D3,Buche,11.68,25.0,2.143,53.1,3,12.55,7031.1,8.84,6.984,7.004,49.1,85.57,0.9204,75.44,988.3,17.17,15173.9,191751.6,24.12,35.39,45.47,10.08,0.9452,31180.3,170.3,B9120,0,0.5413,14,0,0,train
P18,HFP-2400,17,2025-06-10 01:17,N,PUR,Eiche,10.52,22.0,2.856,62.8,2,15.85,7031.2,10.88,7.018,7.051,49.34,85.85,0.9217,77.78,963.5,17.5,10562.0,202313.6,23.8,35.08,46.14,11.06,0.578,31181.3,179.3,B7900,0,0.57241,13,0,0,train
P18,HFP-2400,18,2025-06-10 02:38,N,PUR,Buche,7.8,18.0,2.812,52.7,2,13.24,7008.5,9.66,6.863,6.881,48.1,84.44,0.9136,80.91,984.2,18.31,11160.1,213473.7,23.16,33.29,43.92,10.64,1.0845,31182.2,171.4,B7001,0,0.60228,12,0,0,train
P18,HFP-2400,19,2025-06-10 03:45,N,PVAc_D3,Esche,11.82,30.0,2.977,64.0,2,14.83,7013.4,7.69,7.015,7.026,49.2,86.87,0.9082,79.45,929.8,18.36,10333.7,223807.4,22.86,36.21,41.96,5.76,0.9415,31183.3,172.4,B1073,0,0.63138,11,0,0,train
P18,HFP-2400,20,2025-06-10 05:02,N,PVAc_D3,Eiche,11.17,18.0,2.727,57.3,2,11.38,6996.5,8.72,7.003,7.033,49.0,87.06,0.9026,74.42,974.6,18.77,11084.2,234891.5,23.79,35.17,46.88,11.71,0.9419,31184.2,179.6,B5999,0,0.66148,10,0,0,train
P18,HFP-2400,21,2025-06-10 06:21,F,PUR,Eiche,11.21,18.0,2.36,52.8,2,15.23,7042.1,8.64,7.042,7.062,49.59,86.87,0.9155,72.67,1037.0,18.61,11391.3,246282.8,24.29,34.16,46.1,11.94,1.1686,31185.1,191.4,B1146,0,0.69132,9,0,0,train
P18,HFP-2400,22,2025-06-10 07:25,F,PVAc_D4,Eiche,10.64,18.0,2.395,54.7,2,9.87,6997.9,9.7,6.983,7.008,48.86,86.22,0.9089,81.86,1005.9,22.13,13056.2,259339.0,24.85,36.74,50.67,13.94,0.9398,31186.0,175.8,B6194,0,0.72558,8,0,0,train
P18,HFP-2400,23,2025-06-10 08:36,F,PVAc_D3,Eiche,11.77,38.0,2.662,73.3,2,14.51,7054.9,10.9,6.985,7.008,49.28,87.2,0.9063,78.34,1106.0,18.6,12419.9,271758.9,25.21,36.84,45.86,9.03,0.7445,31187.2,174.3,B1051,0,0.76662,7,0,0,train
P18,HFP-2400,24,2025-06-10 10:10,F,PVAc_D4,Fichte,10.24,18.0,2.498,55.6,2,12.89,7011.9,7.41,6.959,7.005,48.8,85.24,0.9181,77.28,977.2,16.15,9449.8,281208.7,26.68,37.95,48.61,10.65,0.9847,31188.2,171.2,B5859,0,0.79295,6,0,0,train
P18,HFP-2400,25,2025-06-10 11:24,F,PUR,Buche,10.6,38.0,2.866,75.0,2,19.58,7063.6,8.71,6.97,7.015,49.24,86.32,0.9148,80.53,981.9,19.99,11474.9,292683.6,28.03,41.1,55.15,14.05,1.0658,31189.4,185.1,B1898,0,0.82463,5,0,0,train
P18,HFP-2400,26,2025-06-10 13:00,F,PVAc_D4,Eiche,10.59,22.0,2.1,55.8,2,12.25,6993.5,10.41,6.88,6.908,48.12,85.44,0.9032,75.55,995.3,18.03,11534.2,304217.8,29.15,37.37,48.81,11.44,1.5602,31190.3,175.4,B8110,0,0.86106,4,1,0,train
P18,HFP-2400,27,2025-06-10 14:12,S,PVAc_D3,Esche,8.41,30.0,1.939,69.6,3,13.97,6984.7,8.53,6.786,6.808,47.4,82.81,0.918,79.58,1050.9,16.43,16727.3,320945.1,28.84,40.73,57.49,16.76,0.8773,31191.5,174.3,B3675,0,0.9125,3,1,0,train
P18,HFP-2400,28,2025-06-10 15:38,S,PVAc_D4,Esche,11.91,22.0,2.366,57.6,2,11.78,7023.0,11.43,7.053,7.068,49.53,87.54,0.9075,82.27,1031.9,16.98,10716.9,331662.0,28.18,39.52,57.99,18.47,1.0181,31192.4,172.6,B6816,0,0.94486,2,1,0,train
P18,HFP-2400,29,2025-06-10 16:56,S,PUR,Buche,9.56,25.0,2.458,62.6,2,15.86,7018.7,9.45,6.916,6.928,48.54,84.72,0.9189,82.16,1070.8,16.29,10758.0,342420.0,27.14,37.35,54.25,16.9,1.2243,31193.5,184.2,B5194,0,0.9742,1,1,0,train
P18,HFP-2400,30,2025-06-10 18:11,S,PVAc_D3,Buche,12.45,38.0,2.275,70.2,3,14.51,7012.7,10.44,7.044,7.08,49.4,86.51,0.9158,77.34,1016.2,18.87,16125.4,358545.4,28.79,40.91,57.96,17.05,0.7448,31194.7,183.7,B8046,1,1.0,0,1,0,train
P19,HFP-3200,1,2025-02-07 00:00,N,PVAc_D3,Eiche,7.94,25.0,2.209,61.9,2,13.85,6980.1,7.63,6.734,6.756,47.0,82.66,0.9119,60.12,849.4,15.57,6901.0,6901.0,10.81,22.6,34.94,12.34,0.6494,16688.8,185.5,B1949,0,0.02508,25,0,0,train
P19,HFP-3200,2,2025-02-07 01:23,N,PVAc_D3,Buche,9.9,25.0,1.954,66.6,2,13.18,6983.2,12.06,6.842,6.872,47.78,82.88,0.9245,58.83,760.7,16.38,5838.5,12739.5,9.08,20.69,34.56,13.87,0.7009,16689.9,162.0,B9598,0,0.04834,24,0,0,train
P19,HFP-3200,3,2025-02-07 02:42,N,PUR,Buche,9.73,18.0,2.232,62.2,2,14.81,6976.3,11.21,6.79,6.817,47.37,82.28,0.9233,63.01,860.5,20.58,9180.8,21920.3,8.35,19.32,33.79,14.47,0.7802,16690.9,176.4,B1817,0,0.08963,23,0,0,train
P19,HFP-3200,4,2025-02-07 04:05,N,PVAc_D3,Fichte,10.05,38.0,1.929,72.4,3,16.98,7012.5,10.06,6.847,6.868,48.02,84.12,0.9154,61.41,799.0,16.2,9876.2,31796.4,12.1,24.02,34.43,10.41,0.7551,16692.1,178.9,B7313,0,0.12704,22,0,0,train
P19,HFP-3200,5,2025-02-07 05:36,N,PVAc_D4,Eiche,9.75,18.0,1.903,55.7,3,13.13,6998.7,8.12,6.814,6.855,47.69,83.29,0.9182,59.24,829.6,17.78,10399.7,42196.2,9.73,18.96,36.25,17.29,0.7999,16693.0,179.6,B5333,0,0.16769,21,0,0,train
P19,HFP-3200,6,2025-02-07 06:52,F,PVAc_D3,Fichte,9.83,22.0,2.231,53.0,2,10.84,7022.5,9.38,6.822,6.859,47.91,83.77,0.9172,58.89,860.1,17.6,7910.6,50106.8,9.7,21.14,32.71,11.57,0.7299,16693.9,190.8,B1249,0,0.19945,20,0,0,train
P19,HFP-3200,7,2025-02-07 08:03,F,PUR,Eiche,10.22,25.0,2.592,56.4,3,14.64,7007.9,8.66,6.901,6.912,48.36,84.31,0.9199,59.02,784.6,16.03,9481.3,59588.1,10.59,20.9,36.57,15.67,0.4338,16694.9,173.7,B6794,0,0.23617,19,0,0,train
P19,HFP-3200,8,2025-02-07 09:21,F,PUR,Buche,11.79,22.0,2.82,64.5,2,15.12,6980.3,8.4,6.955,6.978,48.55,83.5,0.9325,63.15,802.1,14.94,6289.5,65877.6,12.86,23.45,39.27,15.81,0.6753,16695.9,175.2,B9083,0,0.26111,18,0,0,train
P19,HFP-3200,9,2025-02-07 10:40,F,PVAc_D3,Esche,11.85,25.0,2.665,59.6,3,14.66,7015.7,13.22,7.023,7.058,49.27,86.18,0.9169,62.54,822.6,18.85,12371.6,78249.2,13.57,25.15,40.57,15.42,0.8409,16696.9,186.1,B6088,0,0.31416,17,0,0,train
P19,HFP-3200,10,2025-02-07 11:51,F,PVAc_D4,Esche,10.51,30.0,2.339,64.2,3,15.1,6986.4,9.58,6.911,6.927,48.28,84.76,0.9136,61.48,873.2,18.56,12176.8,90425.9,14.82,26.59,39.29,12.7,0.6966,16698.0,184.3,B6819,0,0.36914,16,0,0,train
P19,HFP-3200,11,2025-02-07 13:12,F,PVAc_D4,Buche,8.9,25.0,2.717,61.4,2,13.49,6985.8,11.6,6.813,6.833,47.6,83.21,0.9173,58.67,820.3,20.08,8334.5,98760.4,15.28,26.63,44.95,18.32,0.8743,16699.0,177.3,B1988,0,0.40679,15,0,0,train
P19,HFP-3200,12,2025-02-07 14:24,S,PVAc_D3,Buche,11.67,25.0,2.261,60.7,2,11.3,7017.2,7.99,6.92,6.966,48.56,84.7,0.9194,60.92,888.9,18.35,8412.6,107173.0,14.77,26.41,40.54,14.13,0.8594,16700.0,186.0,B9774,0,0.4429,14,0,0,train
P19,HFP-3200,13,2025-02-07 15:44,S,PUR,Esche,12.04,25.0,1.773,58.5,2,15.46,6974.0,11.49,6.92,6.933,48.26,83.71,0.9246,60.14,809.6,20.37,8502.0,115675.0,15.17,27.14,42.42,15.29,0.8939,16701.0,179.6,B7014,0,0.47437,13,0,0,train
P19,HFP-3200,14,2025-02-07 17:02,S,PVAc_D4,Esche,8.49,30.0,2.788,63.2,3,12.35,6981.5,8.34,6.757,6.772,47.17,82.4,0.9182,67.06,853.3,21.3,14511.4,130186.4,13.3,24.64,46.45,21.82,0.9445,16702.1,179.6,B3293,0,0.534,12,0,0,train
